"id","date","treasure_g","site"
"M018",2015-01-08,142.730857559902,"Gringotts"
"F020",2015-01-08,2008.05283737641,"Gringotts"
"F010",2015-01-08,978.692328646847,"Hogsmeade"
"M022",2015-01-08,238.794207829975,"Hogsmeade"
"F024",2015-01-08,NA,"Hogsmeade"
"M006",2015-01-15,184.303118840906,"Diagon Alley"
"M007",2015-01-15,458.011570039913,"Diagon Alley"
"M017",2015-01-15,1654.25041381701,"Diagon Alley"
"F019",2015-01-15,213.140892643407,"Diagon Alley"
"M023",2015-01-15,89.3661616039933,"Diagon Alley"
"M002",2015-01-15,538.729610007909,"Forbidden Forest"
"M003",2015-01-15,241.169508958331,"Forbidden Forest"
"M005",2015-01-15,88.8594430427933,"Forbidden Forest"
"F011",2015-01-15,92.5754835922497,"Forbidden Forest"
"F013",2015-01-15,473.700713726938,"Forbidden Forest"
"M016",2015-01-15,80.0528003543423,"Forbidden Forest"
"M021",2015-01-15,90.7307687415647,"Forbidden Forest"
"M001",2015-01-15,192.002133976111,"Gringotts"
"F004",2015-01-15,362.337090249301,"Gringotts"
"F008",2015-01-15,370.935593390168,"Gringotts"
"M009",2015-01-15,1763.45317749592,"Gringotts"
"M012",2015-01-15,5116.63752071682,"Gringotts"
"M014",2015-01-15,50.1844372839055,"Gringotts"
"M015",2015-01-15,399.549750003186,"Gringotts"
"M018",2015-01-15,307.278800446745,"Gringotts"
"F020",2015-01-15,545.410509026799,"Gringotts"
"F010",2015-01-15,2065.48311631028,"Hogsmeade"
"M022",2015-01-15,264.177107334367,"Hogsmeade"
"F024",2015-01-15,84.4310552865074,"Hogsmeade"
"M006",2015-01-22,157.798187352777,"Diagon Alley"
"M007",2015-01-22,291.533449471183,"Diagon Alley"
"M017",2015-01-22,1292.50057909904,"Diagon Alley"
"F019",2015-01-22,372.405664020077,"Diagon Alley"
"M023",2015-01-22,133.277493755114,"Diagon Alley"
"M002",2015-01-22,739.700064695086,"Forbidden Forest"
"M003",2015-01-22,218.570158985854,"Forbidden Forest"
"M005",2015-01-22,80.8442657843438,"Forbidden Forest"
"F011",2015-01-22,149.953018153331,"Forbidden Forest"
"F013",2015-01-22,238.756625461922,"Forbidden Forest"
"M016",2015-01-22,42.3751094693314,"Forbidden Forest"
"M021",2015-01-22,87.863822037329,"Forbidden Forest"
"M001",2015-01-22,255.288710068243,"Gringotts"
"F004",2015-01-22,522.828802496211,"Gringotts"
"F008",2015-01-22,319.682075142278,"Gringotts"
"M009",2015-01-22,1292.20954214862,"Gringotts"
"M012",2015-01-22,3441.84082209546,"Gringotts"
"M014",2015-01-22,NA,"Gringotts"
"M015",2015-01-22,357.099426861562,"Gringotts"
"M018",2015-01-22,438.573666923412,"Gringotts"
"F020",2015-01-22,673.994742071966,"Gringotts"
"F010",2015-01-22,702.553034975064,"Hogsmeade"
"M022",2015-01-22,266.9020955703,"Hogsmeade"
"F024",2015-01-22,84.6128527071759,"Hogsmeade"
"M006",2015-01-29,290.593034565851,"Diagon Alley"
"M007",2015-01-29,366.988427431769,"Diagon Alley"
"M017",2015-01-29,1361.59165319471,"Diagon Alley"
"F019",2015-01-29,540.468835943793,"Diagon Alley"
"M023",2015-01-29,87.8581606545169,"Diagon Alley"
"M002",2015-01-29,626.955485901716,"Forbidden Forest"
"M003",2015-01-29,364.91273156214,"Forbidden Forest"
"M005",2015-01-29,55.6707639354187,"Forbidden Forest"
"F011",2015-01-29,72.8924183047192,"Forbidden Forest"
"F013",2015-01-29,454.694170470644,"Forbidden Forest"
"M016",2015-01-29,40.8701583134625,"Forbidden Forest"
"M021",2015-01-29,101.752991802926,"Forbidden Forest"
"M001",2015-01-29,NA,"Gringotts"
"F004",2015-01-29,610.804017821572,"Gringotts"
"F008",2015-01-29,410.165041345196,"Gringotts"
"M009",2015-01-29,1307.23218828658,"Gringotts"
"M012",2015-01-29,4213.43113287045,"Gringotts"
"M014",2015-01-29,53.5925402912883,"Gringotts"
"M015",2015-01-29,273.881287279244,"Gringotts"
"M018",2015-01-29,245.917396611831,"Gringotts"
"F020",2015-01-29,733.036355502221,"Gringotts"
"F010",2015-01-29,779.143541580025,"Hogsmeade"
"M022",2015-01-29,360.997655494279,"Hogsmeade"
"F024",2015-01-29,137.541517540266,"Hogsmeade"
"M006",2015-02-05,288.255606859926,"Diagon Alley"
"M007",2015-02-05,239.414820438694,"Diagon Alley"
"M017",2015-02-05,2043.6958995586,"Diagon Alley"
"F019",2015-02-05,212.107533703781,"Diagon Alley"
"M023",2015-02-05,116.584733425338,"Diagon Alley"
"M002",2015-02-05,539.039945621007,"Forbidden Forest"
"M003",2015-02-05,298.199862536684,"Forbidden Forest"
"M005",2015-02-05,55.0882403909286,"Forbidden Forest"
"F011",2015-02-05,NA,"Forbidden Forest"
"F013",2015-02-05,219.229908854717,"Forbidden Forest"
"M016",2015-02-05,42.9283304407028,"Forbidden Forest"
"M021",2015-02-05,89.5348981092786,"Forbidden Forest"
"M001",2015-02-05,236.396260900713,"Gringotts"
"F004",2015-02-05,327.281414488383,"Gringotts"
"F008",2015-02-05,548.691496776421,"Gringotts"
"M009",2015-02-05,637.474134126313,"Gringotts"
"M012",2015-02-05,2981.46562507492,"Gringotts"
"M014",2015-02-05,65.5390038594343,"Gringotts"
"M015",2015-02-05,262.078284336307,"Gringotts"
"M018",2015-02-05,244.864366968181,"Gringotts"
"F020",2015-02-05,1044.48995713808,"Gringotts"
"F010",2015-02-05,633.343531143189,"Hogsmeade"
"M022",2015-02-05,473.866962391242,"Hogsmeade"
"F024",2015-02-05,164.032647108292,"Hogsmeade"
"M006",2015-02-12,291.662930952317,"Diagon Alley"
"M007",2015-02-12,431.453305509037,"Diagon Alley"
"M017",2015-02-12,1497.04619389277,"Diagon Alley"
"F019",2015-02-12,385.362314391132,"Diagon Alley"
"M023",2015-02-12,184.82185908081,"Diagon Alley"
"M002",2015-02-12,1093.46688047256,"Forbidden Forest"
"M003",2015-02-12,218.346464636635,"Forbidden Forest"
"M005",2015-02-12,45.570478163733,"Forbidden Forest"
"F011",2015-02-12,41.0809817082976,"Forbidden Forest"
"F013",2015-02-12,313.313493272897,"Forbidden Forest"
"M016",2015-02-12,89.3850017077757,"Forbidden Forest"
"M021",2015-02-12,208.393120217609,"Forbidden Forest"
"M001",2015-02-12,197.314780155445,"Gringotts"
"F004",2015-02-12,381.66267558012,"Gringotts"
"F008",2015-02-12,292.690926760498,"Gringotts"
"M009",2015-02-12,1286.23683838546,"Gringotts"
"M012",2015-02-12,6046.52971156031,"Gringotts"
"M014",2015-02-12,100.415678063252,"Gringotts"
"M015",2015-02-12,232.00448938531,"Gringotts"
"M018",2015-02-12,249.267393251831,"Gringotts"
"F020",2015-02-12,1017.90151541269,"Gringotts"
"F010",2015-02-12,NA,"Hogsmeade"
"M022",2015-02-12,465.695278626374,"Hogsmeade"
"F024",2015-02-12,108.062784162105,"Hogsmeade"
"M006",2015-02-19,262.128592878371,"Diagon Alley"
"M007",2015-02-19,249.191690081643,"Diagon Alley"
"M017",2015-02-19,970.920525139049,"Diagon Alley"
"F019",2015-02-19,383.577475505934,"Diagon Alley"
"M023",2015-02-19,105.614191566548,"Diagon Alley"
"M002",2015-02-19,431.236975004091,"Forbidden Forest"
"M003",2015-02-19,245.072760189072,"Forbidden Forest"
"M005",2015-02-19,62.7302321665649,"Forbidden Forest"
"F011",2015-02-19,74.9318243677751,"Forbidden Forest"
"F013",2015-02-19,375.945169822108,"Forbidden Forest"
"M016",2015-02-19,44.5907168917467,"Forbidden Forest"
"M021",2015-02-19,127.257887256109,"Forbidden Forest"
"M001",2015-02-19,120.686574208711,"Gringotts"
"F004",2015-02-19,474.130717613423,"Gringotts"
"F008",2015-02-19,234.97888380879,"Gringotts"
"M009",2015-02-19,1485.86440599763,"Gringotts"
"M012",2015-02-19,5479.61344557682,"Gringotts"
"M014",2015-02-19,42.5897057998139,"Gringotts"
"M015",2015-02-19,289.646552874583,"Gringotts"
"M018",2015-02-19,186.782855317855,"Gringotts"
"F020",2015-02-19,1116.61063849468,"Gringotts"
"F010",2015-02-19,1090.1717509172,"Hogsmeade"
"M022",2015-02-19,324.060280458969,"Hogsmeade"
"F024",2015-02-19,NA,"Hogsmeade"
"M006",2015-02-26,114.063528928972,"Diagon Alley"
"M007",2015-02-26,497.074366407943,"Diagon Alley"
"M017",2015-02-26,938.148280894382,"Diagon Alley"
"F019",2015-02-26,309.172609433693,"Diagon Alley"
"M023",2015-02-26,124.900232408747,"Diagon Alley"
"M002",2015-02-26,690.192145190332,"Forbidden Forest"
"M003",2015-02-26,332.829312491899,"Forbidden Forest"
"M005",2015-02-26,70.2169055668508,"Forbidden Forest"
"F011",2015-02-26,109.755212360504,"Forbidden Forest"
"F013",2015-02-26,160.237759046346,"Forbidden Forest"
"M016",2015-02-26,41.6842834824394,"Forbidden Forest"
"M021",2015-02-26,98.9808997749595,"Forbidden Forest"
"M001",2015-02-26,216.197729227828,"Gringotts"
"F004",2015-02-26,560.008187057134,"Gringotts"
"F008",2015-02-26,324.479457979003,"Gringotts"
"M009",2015-02-26,1055.45072733217,"Gringotts"
"M012",2015-02-26,2420.33259711559,"Gringotts"
"M014",2015-02-26,110.248512379303,"Gringotts"
"M015",2015-02-26,237.56546929053,"Gringotts"
"M018",2015-02-26,308.002574121675,"Gringotts"
"F020",2015-02-26,623.951835735595,"Gringotts"
"F010",2015-02-26,1344.25881875202,"Hogsmeade"
"M022",2015-02-26,191.007110419891,"Hogsmeade"
"F024",2015-02-26,127.059928115886,"Hogsmeade"
"M006",2015-03-05,182.148177192041,"Diagon Alley"
"M007",2015-03-05,410.100341671712,"Diagon Alley"
"M017",2015-03-05,1125.60543213438,"Diagon Alley"
"F019",2015-03-05,251.450358410395,"Diagon Alley"
"M023",2015-03-05,107.561291055331,"Diagon Alley"
"M002",2015-03-05,401.561621177294,"Forbidden Forest"
"M003",2015-03-05,287.589226143261,"Forbidden Forest"
"M005",2015-03-05,40.8368109838204,"Forbidden Forest"
"F011",2015-03-05,63.5056190898407,"Forbidden Forest"
"F013",2015-03-05,NA,"Forbidden Forest"
"M016",2015-03-05,NA,"Forbidden Forest"
"M021",2015-03-05,183.274085071448,"Forbidden Forest"
"M001",2015-03-05,NA,"Gringotts"
"F004",2015-03-05,602.970552129389,"Gringotts"
"F008",2015-03-05,412.559825045667,"Gringotts"
"M009",2015-03-05,710.681418296228,"Gringotts"
"M012",2015-03-05,4111.95700419838,"Gringotts"
"M014",2015-03-05,128.636365427973,"Gringotts"
"M015",2015-03-05,155.914140421996,"Gringotts"
"M018",2015-03-05,290.411787805737,"Gringotts"
"F020",2015-03-05,960.859474541584,"Gringotts"
"F010",2015-03-05,1387.28198228665,"Hogsmeade"
"M022",2015-03-05,383.493102114147,"Hogsmeade"
"F024",2015-03-05,64.9346380609748,"Hogsmeade"
"M006",2015-03-12,179.7702949114,"Diagon Alley"
"M007",2015-03-12,547.694088368708,"Diagon Alley"
"M017",2015-03-12,1941.23006254202,"Diagon Alley"
"F019",2015-03-12,430.854217670414,"Diagon Alley"
"M023",2015-03-12,203.362173247038,"Diagon Alley"
"M002",2015-03-12,925.511407525512,"Forbidden Forest"
"M003",2015-03-12,NA,"Forbidden Forest"
"M005",2015-03-12,85.9670056208108,"Forbidden Forest"
"F011",2015-03-12,77.5011305705301,"Forbidden Forest"
"F013",2015-03-12,255.010306365791,"Forbidden Forest"
"M016",2015-03-12,49.1749358335448,"Forbidden Forest"
"M021",2015-03-12,182.871244717683,"Forbidden Forest"
"M001",2015-03-12,172.821201425872,"Gringotts"
"F004",2015-03-12,510.15961712496,"Gringotts"
"F008",2015-03-12,229.913560342732,"Gringotts"
"M009",2015-03-12,1621.12059743077,"Gringotts"
"M012",2015-03-12,4993.82465233344,"Gringotts"
"M014",2015-03-12,78.7619940195828,"Gringotts"
"M015",2015-03-12,167.715293429362,"Gringotts"
"M018",2015-03-12,168.74268162505,"Gringotts"
"F020",2015-03-12,867.5865584622,"Gringotts"
"F010",2015-03-12,901.913337115453,"Hogsmeade"
"M022",2015-03-12,455.79345645093,"Hogsmeade"
"F024",2015-03-12,NA,"Hogsmeade"
"M006",2015-03-19,330.560475617069,"Diagon Alley"
"M007",2015-03-19,632.903897181649,"Diagon Alley"
"M017",2015-03-19,1196.45134259027,"Diagon Alley"
"F019",2015-03-19,195.391823744692,"Diagon Alley"
"M023",2015-03-19,94.5877467003609,"Diagon Alley"
"M002",2015-03-19,472.189754649031,"Forbidden Forest"
"M003",2015-03-19,327.441245099692,"Forbidden Forest"
"M005",2015-03-19,48.4262598505849,"Forbidden Forest"
"F011",2015-03-19,155.858148188141,"Forbidden Forest"
"F013",2015-03-19,305.113788844631,"Forbidden Forest"
"M016",2015-03-19,52.5772867127377,"Forbidden Forest"
"M021",2015-03-19,108.681558649299,"Forbidden Forest"
"M001",2015-03-19,166.272588773362,"Gringotts"
"F004",2015-03-19,1068.59406374131,"Gringotts"
"F008",2015-03-19,390.811241616921,"Gringotts"
"M009",2015-03-19,809.178208199565,"Gringotts"
"M012",2015-03-19,5564.04686765157,"Gringotts"
"M014",2015-03-19,62.5963744039431,"Gringotts"
"M015",2015-03-19,274.538181572526,"Gringotts"
"M018",2015-03-19,249.101631057348,"Gringotts"
"F020",2015-03-19,550.598318819645,"Gringotts"
"F010",2015-03-19,NA,"Hogsmeade"
"M022",2015-03-19,188.156841001551,"Hogsmeade"
"F024",2015-03-19,168.219407009194,"Hogsmeade"
"M006",2015-03-26,NA,"Diagon Alley"
"M007",2015-03-26,663.344460609759,"Diagon Alley"
"M017",2015-03-26,1202.58326560806,"Diagon Alley"
"F019",2015-03-26,410.466721131487,"Diagon Alley"
"M023",2015-03-26,99.5509427903232,"Diagon Alley"
"M002",2015-03-26,400.252496975466,"Forbidden Forest"
"M003",2015-03-26,328.702590207256,"Forbidden Forest"
"M005",2015-03-26,53.5741099495469,"Forbidden Forest"
"F011",2015-03-26,NA,"Forbidden Forest"
"F013",2015-03-26,268.185796176694,"Forbidden Forest"
"M016",2015-03-26,46.5415581731707,"Forbidden Forest"
"M021",2015-03-26,146.101205168725,"Forbidden Forest"
"M001",2015-03-26,113.457514380003,"Gringotts"
"F004",2015-03-26,677.582948420932,"Gringotts"
"F008",2015-03-26,346.407857550419,"Gringotts"
"M009",2015-03-26,1282.19483142237,"Gringotts"
"M012",2015-03-26,4959.24696619443,"Gringotts"
"M014",2015-03-26,55.7100678049025,"Gringotts"
"M015",2015-03-26,177.624861597148,"Gringotts"
"M018",2015-03-26,221.048775962857,"Gringotts"
"F020",2015-03-26,703.974944320145,"Gringotts"
"F010",2015-03-26,939.131840830569,"Hogsmeade"
"M022",2015-03-26,NA,"Hogsmeade"
"F024",2015-03-26,121.159343784612,"Hogsmeade"
"M006",2015-04-02,186.764078689302,"Diagon Alley"
"M007",2015-04-02,NA,"Diagon Alley"
"M017",2015-04-02,1327.65859593002,"Diagon Alley"
"F019",2015-04-02,304.763133965353,"Diagon Alley"
"M023",2015-04-02,64.8290751788553,"Diagon Alley"
"M002",2015-04-02,562.300260945353,"Forbidden Forest"
"M003",2015-04-02,450.304719687975,"Forbidden Forest"
"M005",2015-04-02,61.8819052965585,"Forbidden Forest"
"F011",2015-04-02,97.560355617163,"Forbidden Forest"
"F013",2015-04-02,234.19154467216,"Forbidden Forest"
"M016",2015-04-02,51.6584676157112,"Forbidden Forest"
"M021",2015-04-02,112.091224196937,"Forbidden Forest"
"M001",2015-04-02,210.551797805231,"Gringotts"
"F004",2015-04-02,469.806781831831,"Gringotts"
"F008",2015-04-02,261.810768123077,"Gringotts"
"M009",2015-04-02,1319.56723192162,"Gringotts"
"M012",2015-04-02,5976.24502756714,"Gringotts"
"M014",2015-04-02,56.0155895306988,"Gringotts"
"M015",2015-04-02,400.121720560546,"Gringotts"
"M018",2015-04-02,266.14701097476,"Gringotts"
"F020",2015-04-02,983.874987049278,"Gringotts"
"F010",2015-04-02,1257.53027404766,"Hogsmeade"
"M022",2015-04-02,229.077960029263,"Hogsmeade"
"F024",2015-04-02,174.700807415881,"Hogsmeade"
"M006",2015-04-09,301.982321378444,"Diagon Alley"
"M007",2015-04-09,409.741585749881,"Diagon Alley"
"M017",2015-04-09,870.138646123237,"Diagon Alley"
"F019",2015-04-09,327.444939481403,"Diagon Alley"
"M023",2015-04-09,181.440497019288,"Diagon Alley"
"M002",2015-04-09,580.849174614138,"Forbidden Forest"
"M003",2015-04-09,511.021271709049,"Forbidden Forest"
"M005",2015-04-09,129.164815674388,"Forbidden Forest"
"F011",2015-04-09,72.0669190550771,"Forbidden Forest"
"F013",2015-04-09,426.231549677169,"Forbidden Forest"
"M016",2015-04-09,NA,"Forbidden Forest"
"M021",2015-04-09,101.332143563726,"Forbidden Forest"
"M001",2015-04-09,NA,"Gringotts"
"F004",2015-04-09,700.737969777122,"Gringotts"
"F008",2015-04-09,306.976269310079,"Gringotts"
"M009",2015-04-09,2737.23682825475,"Gringotts"
"M012",2015-04-09,5801.47138202984,"Gringotts"
"M014",2015-04-09,62.7331845064957,"Gringotts"
"M015",2015-04-09,503.416440052279,"Gringotts"
"M018",2015-04-09,273.482688999052,"Gringotts"
"F020",2015-04-09,958.702393663039,"Gringotts"
"F010",2015-04-09,859.618126702662,"Hogsmeade"
"M022",2015-04-09,288.27482650807,"Hogsmeade"
"F024",2015-04-09,142.753185806826,"Hogsmeade"
"M006",2015-04-16,227.813899792239,"Diagon Alley"
"M007",2015-04-16,244.485767194545,"Diagon Alley"
"M017",2015-04-16,884.867658569824,"Diagon Alley"
"F019",2015-04-16,490.460766721389,"Diagon Alley"
"M023",2015-04-16,134.151521909996,"Diagon Alley"
"M002",2015-04-16,560.92599439438,"Forbidden Forest"
"M003",2015-04-16,309.566576302711,"Forbidden Forest"
"M005",2015-04-16,68.5083611522165,"Forbidden Forest"
"F011",2015-04-16,97.9198205785546,"Forbidden Forest"
"F013",2015-04-16,246.866653322043,"Forbidden Forest"
"M016",2015-04-16,NA,"Forbidden Forest"
"M021",2015-04-16,88.6824806851291,"Forbidden Forest"
"M001",2015-04-16,55.5946363579005,"Gringotts"
"F004",2015-04-16,757.049530258897,"Gringotts"
"F008",2015-04-16,326.003264828813,"Gringotts"
"M009",2015-04-16,1008.4829559278,"Gringotts"
"M012",2015-04-16,4117.74068282028,"Gringotts"
"M014",2015-04-16,113.744524513606,"Gringotts"
"M015",2015-04-16,215.410600186912,"Gringotts"
"M018",2015-04-16,194.842559634742,"Gringotts"
"F020",2015-04-16,805.237072958577,"Gringotts"
"F010",2015-04-16,1434.94087692546,"Hogsmeade"
"M022",2015-04-16,342.87867915392,"Hogsmeade"
"F024",2015-04-16,140.586532507952,"Hogsmeade"
"M006",2015-04-23,157.357542426996,"Diagon Alley"
"M007",2015-04-23,617.171392091771,"Diagon Alley"
"M017",2015-04-23,2365.40540174248,"Diagon Alley"
"F019",2015-04-23,288.179981335925,"Diagon Alley"
"M023",2015-04-23,125.378945018068,"Diagon Alley"
"M002",2015-04-23,586.344328306751,"Forbidden Forest"
"M003",2015-04-23,429.094307505976,"Forbidden Forest"
"M005",2015-04-23,50.3691303181672,"Forbidden Forest"
"F011",2015-04-23,74.4694831951433,"Forbidden Forest"
"F013",2015-04-23,609.95373332381,"Forbidden Forest"
"M016",2015-04-23,59.5153050737388,"Forbidden Forest"
"M021",2015-04-23,201.987804198622,"Forbidden Forest"
"M001",2015-04-23,213.247542281371,"Gringotts"
"F004",2015-04-23,332.004819345868,"Gringotts"
"F008",2015-04-23,544.873990473294,"Gringotts"
"M009",2015-04-23,942.779224037583,"Gringotts"
"M012",2015-04-23,7282.48879015029,"Gringotts"
"M014",2015-04-23,59.4417951639973,"Gringotts"
"M015",2015-04-23,295.420096748729,"Gringotts"
"M018",2015-04-23,146.134722985381,"Gringotts"
"F020",2015-04-23,1161.16634378241,"Gringotts"
"F010",2015-04-23,813.571532167226,"Hogsmeade"
"M022",2015-04-23,149.272883513549,"Hogsmeade"
"F024",2015-04-23,86.8596050676872,"Hogsmeade"
"M006",2015-04-30,149.603074781611,"Diagon Alley"
"M007",2015-04-30,243.129574331781,"Diagon Alley"
"M017",2015-04-30,1025.24772868871,"Diagon Alley"
"F019",2015-04-30,556.668171204385,"Diagon Alley"
"M023",2015-04-30,113.791290141428,"Diagon Alley"
"M002",2015-04-30,530.38869985743,"Forbidden Forest"
"M003",2015-04-30,347.098784199643,"Forbidden Forest"
"M005",2015-04-30,67.0088997360939,"Forbidden Forest"
"F011",2015-04-30,93.1162379336637,"Forbidden Forest"
"F013",2015-04-30,222.630205225021,"Forbidden Forest"
"M016",2015-04-30,72.9633721454504,"Forbidden Forest"
"M021",2015-04-30,190.522276747514,"Forbidden Forest"
"M001",2015-04-30,152.503953373177,"Gringotts"
"F004",2015-04-30,397.393272895435,"Gringotts"
"F008",2015-04-30,295.742574035875,"Gringotts"
"M009",2015-04-30,2977.20811869055,"Gringotts"
"M012",2015-04-30,4526.06520474915,"Gringotts"
"M014",2015-04-30,80.3795103183018,"Gringotts"
"M015",2015-04-30,266.351540289261,"Gringotts"
"M018",2015-04-30,155.438148596963,"Gringotts"
"F020",2015-04-30,731.911197931761,"Gringotts"
"F010",2015-04-30,1245.59386451354,"Hogsmeade"
"M022",2015-04-30,NA,"Hogsmeade"
"F024",2015-04-30,265.153100639284,"Hogsmeade"
"M006",2015-05-07,249.918119813274,"Diagon Alley"
"M007",2015-05-07,245.157226907018,"Diagon Alley"
"M017",2015-05-07,478.095317940073,"Diagon Alley"
"F019",2015-05-07,181.712536473562,"Diagon Alley"
"M023",2015-05-07,82.6923591652591,"Diagon Alley"
"M002",2015-05-07,590.313221781793,"Forbidden Forest"
"M003",2015-05-07,183.10306503036,"Forbidden Forest"
"M005",2015-05-07,108.0680778772,"Forbidden Forest"
"F011",2015-05-07,74.5044867214469,"Forbidden Forest"
"F013",2015-05-07,338.536780774358,"Forbidden Forest"
"M016",2015-05-07,44.0508719185732,"Forbidden Forest"
"M021",2015-05-07,128.631673819856,"Forbidden Forest"
"M001",2015-05-07,94.616933680548,"Gringotts"
"F004",2015-05-07,659.95622849766,"Gringotts"
"F008",2015-05-07,162.909470478535,"Gringotts"
"M009",2015-05-07,1348.83883751297,"Gringotts"
"M012",2015-05-07,3883.43352434916,"Gringotts"
"M014",2015-05-07,106.502367963899,"Gringotts"
"M015",2015-05-07,309.097865249282,"Gringotts"
"M018",2015-05-07,347.656318016721,"Gringotts"
"F020",2015-05-07,563.749306446049,"Gringotts"
"F010",2015-05-07,1054.94446923,"Hogsmeade"
"M022",2015-05-07,NA,"Hogsmeade"
"F024",2015-05-07,72.5116890088654,"Hogsmeade"
"M006",2015-05-14,170.809718616987,"Diagon Alley"
"M007",2015-05-14,235.696079237371,"Diagon Alley"
"M017",2015-05-14,1062.92809587629,"Diagon Alley"
"F019",2015-05-14,504.052938934689,"Diagon Alley"
"M023",2015-05-14,123.260542471545,"Diagon Alley"
"M002",2015-05-14,665.633864467753,"Forbidden Forest"
"M003",2015-05-14,369.364236454586,"Forbidden Forest"
"M005",2015-05-14,24.0915913139256,"Forbidden Forest"
"F011",2015-05-14,83.797951223289,"Forbidden Forest"
"F013",2015-05-14,131.845117815088,"Forbidden Forest"
"M016",2015-05-14,89.1844299696149,"Forbidden Forest"
"M021",2015-05-14,95.2934053347835,"Forbidden Forest"
"M001",2015-05-14,123.911271705646,"Gringotts"
"F004",2015-05-14,530.479388553376,"Gringotts"
"F008",2015-05-14,426.109030601054,"Gringotts"
"M009",2015-05-14,1545.42037014882,"Gringotts"
"M012",2015-05-14,8008.88581439549,"Gringotts"
"M014",2015-05-14,105.508700786988,"Gringotts"
"M015",2015-05-14,226.99631862331,"Gringotts"
"M018",2015-05-14,463.563151681314,"Gringotts"
"F020",2015-05-14,763.345507923251,"Gringotts"
"F010",2015-05-14,1192.82460803078,"Hogsmeade"
"M022",2015-05-14,688.665968023287,"Hogsmeade"
"F024",2015-05-14,100.798461383844,"Hogsmeade"
"M006",2015-05-21,236.461154391655,"Diagon Alley"
"M007",2015-05-21,315.048369606907,"Diagon Alley"
"M017",2015-05-21,908.838138810569,"Diagon Alley"
"F019",2015-05-21,448.469735236767,"Diagon Alley"
"M023",2015-05-21,72.4218066136899,"Diagon Alley"
"M002",2015-05-21,441.394199184423,"Forbidden Forest"
"M003",2015-05-21,376.959122680998,"Forbidden Forest"
"M005",2015-05-21,104.718133728471,"Forbidden Forest"
"F011",2015-05-21,34.8084093634501,"Forbidden Forest"
"F013",2015-05-21,387.46521667342,"Forbidden Forest"
"M016",2015-05-21,40.8162462261381,"Forbidden Forest"
"M021",2015-05-21,180.015717742595,"Forbidden Forest"
"M001",2015-05-21,98.0793003925793,"Gringotts"
"F004",2015-05-21,1102.51463150358,"Gringotts"
"F008",2015-05-21,696.928857155391,"Gringotts"
"M009",2015-05-21,1302.85302790977,"Gringotts"
"M012",2015-05-21,3970.51597159538,"Gringotts"
"M014",2015-05-21,114.105228697117,"Gringotts"
"M015",2015-05-21,378.754457318897,"Gringotts"
"M018",2015-05-21,496.030159223512,"Gringotts"
"F020",2015-05-21,964.015923529796,"Gringotts"
"F010",2015-05-21,1131.92016469963,"Hogsmeade"
"M022",2015-05-21,NA,"Hogsmeade"
"F024",2015-05-21,120.479912174531,"Hogsmeade"
"M006",2015-05-28,321.905234473881,"Diagon Alley"
